Gender,Age,Height,Weight,Duration,Heart_Rate,Calories,suitable
0,51,141,48,12,87,56,1
1,41,176,74,25,105,156,1
0,23,152,52,29,114,203,0
0,57,160,57,2,90,10,1
0,33,166,62,20,99,109,0
0,35,167,67,13,93,62,1
1,65,194,98,18,97,121,1
1,32,168,72,29,102,154,1
1,25,188,95,29,112,202,1
1,38,172,76,25,109,169,1
0,37,147,54,13,105,81,1
0,22,173,70,15,96,72,1
0,33,153,60,8,84,31,1
1,25,174,73,15,105,82,0
0,72,158,59,2,71,6,0
1,26,198,100,26,106,162,0
0,25,161,63,22,101,121,1
1,51,182,89,24,108,180,1
0,32,156,59,12,93,58,1
0,21,174,67,5,89,20,1
1,32,194,94,24,98,124,0
1,48,197,95,27,104,186,1
1,40,181,85,30,107,202,1
1,24,173,75,13,97,55,0
1,42,191,87,15,86,56,1
1,65,176,85,8,100,55,1
1,52,180,84,4,84,15,0
0,34,178,79,19,96,93,1
1,44,178,74,26,112,193,1
0,53,170,64,28,104,176,0
1,72,183,83,27,104,210,1
0,35,155,60,26,108,168,1
1,33,186,82,5,86,16,1
1,73,203,106,27,101,212,1
1,25,187,90,19,92,73,1
1,33,175,81,21,102,117,1
0,31,158,52,5,89,22,1
0,28,178,71,20,97,100,1
1,44,190,97,19,104,128,0
1,27,187,85,16,101,83,1
1,39,189,92,19,105,124,1
0,41,192,83,6,90,26,1
0,25,178,71,5,94,23,1
0,58,161,65,27,106,178,1
1,60,187,91,18,99,119,1
1,74,177,80,14,93,86,1
0,27,157,53,10,92,47,1
0,30,161,57,16,95,80,1
0,30,171,65,19,102,108,0
1,20,199,105,21,99,105,1
0,79,166,65,2,84,9,1
1,28,180,79,28,103,152,1
1,66,197,101,8,87,43,1
1,60,201,102,11,88,57,1
0,26,156,58,10,91,45,0
1,52,187,87,9,91,44,0
1,30,177,80,9,92,35,1
0,59,161,57,28,110,200,1
1,55,179,83,14,98,85,0
1,49,195,106,24,111,197,1
1,57,182,84,11,98,68,1
1,61,191,96,26,107,207,1
1,38,192,86,14,95,68,1
0,61,159,62,4,85,18,0
0,78,152,54,2,89,11,1
0,58,159,62,7,79,26,1
0,30,173,68,27,100,146,1
0,43,167,61,3,98,17,1
0,63,173,71,29,108,197,1
0,63,146,45,14,101,90,0
0,53,167,64,8,89,38,1
0,63,175,73,23,106,151,1
0,60,166,67,8,80,31,0
0,28,153,56,20,103,117,0
0,46,163,60,22,106,142,1
1,50,202,102,2,81,7,1
1,23,184,81,21,104,113,0
0,28,161,56,28,111,188,0
1,22,196,96,28,117,213,1
1,42,174,76,29,108,197,1
0,36,170,69,8,88,34,1
1,27,175,73,29,109,178,1
1,40,193,93,2,91,9,1
1,33,177,82,23,102,128,0
0,35,175,72,24,95,118,1
1,70,184,84,26,110,224,1
1,22,190,94,26,108,161,1
1,22,186,91,7,87,21,1
1,24,188,84,26,113,178,0
1,20,192,90,20,106,114,0
0,21,170,70,15,96,72,1
0,21,160,57,18,97,91,0
0,62,161,61,3,85,13,1
1,49,177,78,12,94,61,0
0,34,163,61,1,74,3,1
0,22,149,52,22,103,128,1
0,35,162,55,2,80,7,1
1,31,182,85,10,83,27,1
0,22,159,59,6,87,24,1
0,30,162,58,19,100,105,1
0,42,164,62,24,105,150,1
0,26,166,58,28,109,180,1
0,22,165,57,29,107,179,0
0,62,158,59,29,111,211,1
0,26,145,46,28,105,173,1
1,52,168,69,20,97,109,1
0,24,153,47,20,99,110,1
0,45,180,78,12,99,65,1
1,40,181,79,12,89,47,1
0,35,152,51,18,96,95,1
1,40,204,109,2,76,5,1
1,79,184,87,21,100,160,1
1,21,187,86,23,96,96,0
0,52,161,63,14,96,76,0
0,70,179,73,25,107,170,1
1,66,178,84,24,109,198,1
1,46,181,87,27,106,187,0
1,20,180,81,26,110,159,1
1,61,187,89,11,88,55,1
0,21,168,63,8,80,25,0
0,28,176,75,18,98,91,1
1,23,189,89,8,82,18,1
1,20,176,79,15,95,57,1
1,27,185,90,20,103,112,1
0,62,163,67,28,105,183,1
1,24,189,93,20,93,80,1
0,20,179,76,26,108,155,0
1,32,204,108,17,96,88,0
0,75,156,60,7,81,30,1
0,35,134,39,6,90,29,1
1,28,181,82,2,88,6,1
1,33,173,76,18,89,63,1
0,53,147,54,22,100,132,1
1,38,186,88,27,102,160,1
1,35,184,84,8,80,19,1
0,47,173,76,24,100,134,1
1,30,182,88,4,78,8,1
1,43,177,80,27,103,166,1
0,20,161,60,29,107,177,1
1,22,176,78,12,91,40,0
0,43,179,77,2,83,7,1
1,24,177,78,8,85,20,1
1,28,196,95,2,89,7,0
1,21,198,99,27,98,128,1
1,51,186,90,2,83,7,1
0,48,160,59,1,79,4,1
0,28,166,60,20,98,105,1
0,23,172,62,23,103,131,1
1,58,185,89,2,89,10,1
0,24,157,50,14,95,70,1
1,33,176,79,13,101,70,1
1,25,200,107,9,92,38,0
0,37,161,56,8,90,37,0
1,31,191,100,23,100,128,0
1,35,179,79,26,106,161,1
0,69,151,54,21,97,125,1
0,31,162,58,21,100,117,1
0,43,167,58,29,106,186,1
1,32,190,90,1,84,3,0
1,60,195,102,25,104,190,1
0,34,160,60,4,78,13,0
1,22,198,91,23,102,120,1
1,57,190,89,19,97,116,0
0,64,183,79,17,99,98,0
0,32,153,52,5,89,22,1
1,59,195,90,25,93,141,1
1,45,193,97,8,93,41,0
1,54,197,97,16,100,106,1
0,27,165,59,20,96,101,1
0,52,159,58,11,86,49,1
0,28,176,69,3,79,9,1
0,39,141,50,27,96,145,1
1,27,198,103,29,107,188,1
1,22,184,79,15,94,57,1
0,50,161,67,3,83,12,0
0,72,177,75,15,89,73,1
0,55,174,70,11,83,44,1
0,26,159,58,28,114,195,1
1,79,207,119,14,94,103,1
1,31,210,112,20,107,138,1
0,22,183,77,27,106,156,1
1,65,193,96,16,87,83,1
0,70,166,64,23,106,157,1
1,56,181,84,15,86,65,1
0,42,176,71,16,91,74,0
1,38,189,91,11,100,63,1
1,44,191,90,12,93,59,1
1,32,180,83,14,99,71,1
0,62,171,75,12,92,60,1
0,57,170,66,10,92,51,0
1,32,182,81,5,92,20,1
0,37,156,53,2,84,8,1
1,42,189,93,22,105,147,1
1,46,168,72,18,89,72,0
1,48,159,60,21,98,110,1
1,40,170,76,18,100,99,1
1,22,185,84,26,102,132,0
1,26,194,93,22,101,117,1
1,62,196,94,14,89,74,1
1,49,195,100,3,85,13,0
1,27,180,79,21,105,119,1
1,61,181,87,25,112,213,1
1,22,172,74,8,85,18,1
1,52,173,74,6,88,25,0
0,23,146,42,22,98,119,0
0,53,163,67,29,109,197,0
0,43,174,71,12,91,56,0
0,46,171,73,28,116,205,1
1,69,169,69,6,92,33,1
1,71,189,97,9,86,48,0
0,26,132,36,5,91,24,1
0,27,159,61,17,96,85,1
0,40,189,89,25,109,157,1
1,79,179,81,15,98,107,1
0,24,162,58,27,114,187,1
0,22,188,81,16,97,76,1
0,23,174,69,2,83,7,1
0,74,146,50,19,101,124,1
0,30,173,70,28,108,175,0
1,76,179,86,18,100,134,1
1,61,170,72,13,85,54,1
0,65,160,58,14,97,82,1
0,24,163,60,6,78,18,1
1,24,180,84,21,98,96,1
1,73,174,75,23,97,152,0
1,33,200,97,2,82,6,0
1,47,200,103,3,72,7,1
1,32,177,82,7,83,19,1
0,37,163,62,26,101,149,0
0,47,175,69,29,117,218,1
1,38,194,99,13,93,63,1
0,31,154,59,4,73,11,1
0,37,173,64,14,99,77,1
1,37,190,89,2,84,6,0
0,33,169,64,3,83,11,1
1,22,184,79,19,100,89,1
0,56,162,63,20,110,140,0
1,64,188,95,17,95,107,1
0,29,165,64,8,97,41,1
0,64,176,75,5,87,23,0
0,65,150,54,11,87,53,1
1,29,186,79,9,84,23,1
1,37,192,88,9,90,37,0
0,50,147,45,23,102,145,0
1,24,194,87,12,89,39,1
0,41,159,60,13,95,67,1
1,74,185,83,10,93,62,1
1,20,193,98,5,88,16,1
1,38,190,96,1,76,2,1
1,35,194,98,24,103,148,1
1,68,184,87,11,92,64,0
1,24,168,69,10,103,50,1
1,26,175,78,8,94,32,1
1,61,196,96,2,73,6,0
1,62,184,83,8,75,23,1
1,47,172,72,23,103,142,1
1,69,186,83,29,114,265,1
1,41,194,100,19,102,121,1
1,35,180,86,17,101,95,1
0,23,164,60,3,83,11,1
0,56,157,62,6,91,30,1
1,33,192,97,22,101,126,1
0,21,177,73,17,96,81,1
0,65,157,54,23,97,136,1
0,35,162,55,16,92,77,1
1,22,160,64,21,102,98,1
0,48,168,63,1,79,4,1
0,35,167,69,11,96,56,1
1,48,166,73,7,100,41,1
1,59,177,82,13,84,53,1
0,72,173,73,15,97,86,1
0,22,176,71,1,78,3,1
1,45,193,92,17,97,95,1
1,22,188,90,20,96,86,1
0,27,174,74,4,87,16,0
1,57,183,93,6,90,31,1
0,20,180,78,24,110,148,1
1,57,182,88,28,101,188,1
1,27,186,93,27,104,157,1
0,43,164,61,2,81,7,1
1,21,185,87,12,88,36,1
0,29,183,75,20,98,102,0
1,24,173,71,23,103,116,1
1,72,177,79,6,81,25,1
1,26,191,93,13,89,46,1
0,56,166,61,20,94,106,1
0,66,153,54,19,90,98,1
1,25,195,93,17,96,77,1
0,35,179,75,19,100,103,1
0,24,147,48,4,91,18,1
0,40,152,55,8,83,32,1
1,33,159,64,11,90,37,1
0,24,149,47,20,98,108,1
0,25,164,56,20,93,95,1
0,47,169,59,29,102,175,1
1,20,189,91,10,93,38,0
0,36,143,47,2,84,8,0
1,27,172,75,2,86,5,1
1,27,175,77,29,117,216,1
0,24,166,65,4,76,11,0
0,37,162,59,10,90,46,1
1,32,196,99,1,79,2,1
1,22,186,86,12,97,53,0
1,47,195,94,20,94,106,1
1,39,199,98,3,76,7,1
1,74,179,85,11,82,51,1
0,23,166,68,7,93,32,1
1,39,186,88,25,101,146,1
0,26,173,66,26,104,151,0
1,38,168,70,27,108,174,1
1,47,186,92,14,102,91,1
1,42,178,81,27,106,178,1
1,23,187,78,11,87,30,1
0,54,181,81,19,95,97,0
1,41,198,101,3,75,7,1
1,42,179,84,27,108,188,0
0,21,164,61,30,112,199,0
0,25,167,62,3,89,13,1
0,43,149,53,4,84,17,1
0,41,175,78,28,101,156,1
0,63,168,67,2,86,9,1
0,76,169,68,23,92,123,1
1,79,190,95,17,91,109,1
1,54,189,93,18,105,131,0
0,30,172,67,22,112,148,1
1,27,181,79,2,79,4,0
0,47,159,56,2,90,10,1
1,61,181,87,29,103,208,0
0,65,163,59,5,81,21,1
1,23,190,85,17,98,77,1
1,33,180,80,27,121,227,0
1,39,187,90,13,105,84,0
1,43,176,82,13,88,51,1
0,26,179,76,21,105,121,1
1,42,195,102,30,107,216,0
1,36,187,91,7,78,16,1
1,20,191,93,8,91,28,1
1,61,199,107,20,99,140,1
0,28,149,52,7,83,26,1
1,55,188,94,21,98,132,1
0,79,151,51,4,83,19,1
0,22,147,49,27,105,164,1
1,65,176,82,15,97,95,0
0,43,168,66,20,102,118,0
1,26,188,87,8,76,11,1
0,51,175,68,4,89,18,0
1,42,164,61,20,111,138,1
1,31,176,75,20,97,91,0
0,42,163,60,10,90,47,0
1,26,203,100,4,81,10,1
1,29,189,85,18,90,65,1
0,46,169,73,23,94,115,1
1,64,198,99,28,103,212,1
0,27,162,64,12,91,53,0
0,76,164,64,4,78,16,1
1,66,181,86,18,100,125,1
1,20,194,88,6,93,22,1
1,23,188,91,1,88,3,1
1,20,189,85,7,87,19,1
0,34,154,58,26,108,168,0
0,48,156,58,3,84,12,1
1,22,171,71,9,83,17,0
0,20,161,58,16,85,60,1
0,33,159,63,30,106,185,1
1,27,185,85,17,108,106,0
0,70,188,88,21,105,134,0
1,30,194,93,18,96,86,1
1,75,213,119,13,95,95,0
1,53,197,104,28,106,213,1
1,29,178,83,28,104,160,0
0,45,170,70,4,87,17,1
1,35,179,76,5,79,10,1
1,63,202,106,21,91,123,0
0,71,171,67,27,112,201,1
0,20,160,58,15,90,65,1
1,50,199,102,7,88,33,0
0,73,166,64,26,106,179,1
1,21,184,85,6,82,12,1
0,29,157,55,18,102,104,0
0,39,173,69,24,102,138,0
1,38,182,88,9,94,43,1
0,60,173,70,11,97,62,1
1,31,190,92,13,92,54,1
1,45,191,91,14,94,72,1
1,22,182,84,13,92,47,1
0,45,149,50,17,102,104,1
0,25,158,62,10,90,43,1
0,46,167,69,13,90,60,1
1,43,195,95,8,83,28,1
1,41,185,87,19,104,121,1
1,74,196,100,10,92,64,0
1,26,177,75,11,85,28,0
0,64,169,71,19,100,113,1
0,52,152,58,13,98,74,0
0,48,166,67,9,95,47,0
0,20,183,77,25,103,136,1
1,28,186,82,12,94,50,0
1,68,190,89,4,86,20,1
1,28,198,101,5,87,17,0
1,28,192,99,8,81,20,1
1,56,189,95,14,92,76,1
1,24,169,74,12,93,43,1
0,66,156,60,12,85,55,1
1,34,190,91,21,98,109,1
0,21,185,80,12,103,65,1
0,38,168,68,19,98,101,0
0,29,169,69,24,104,139,1
1,49,175,75,26,103,165,1
1,27,192,90,11,95,48,1
1,23,186,88,4,84,10,0
0,33,171,70,23,105,137,0
1,40,183,84,18,101,104,1
0,66,157,61,23,102,146,1
0,79,168,70,23,97,136,1
1,62,185,92,24,105,183,1
0,67,153,62,10,89,50,1
1,42,193,95,21,104,138,1
0,58,147,49,27,106,184,1
1,47,179,81,17,101,103,0
0,38,164,67,6,77,19,1
0,23,168,65,16,87,63,1
1,22,202,96,13,89,44,1
0,45,156,56,25,105,159,0
0,63,156,56,17,104,112,1
1,56,182,90,9,86,40,1
0,54,163,58,16,98,92,1
1,74,184,85,28,101,209,1
0,47,172,67,13,91,62,0
0,41,173,65,13,100,73,0
0,26,180,81,28,105,159,1
0,23,156,56,18,93,85,1
1,74,187,88,9,88,50,1
0,50,162,65,10,94,52,1
1,31,176,77,16,101,83,0
0,46,168,62,18,95,94,1
1,22,189,91,12,96,52,1
1,48,192,94,6,85,24,0
1,31,192,89,15,90,57,0
1,41,200,104,9,89,40,1
0,21,157,52,26,106,159,0
1,76,199,106,2,80,10,1
1,69,183,92,8,90,46,1
0,49,149,55,26,100,154,0
0,32,163,62,2,91,9,1
1,22,195,89,15,93,58,1
0,47,161,64,15,98,83,1
0,57,160,62,16,95,87,1
0,52,160,62,28,112,201,1
1,32,180,86,23,97,112,1
0,58,158,57,12,89,59,0
0,21,171,67,13,94,60,1
0,67,169,67,17,92,89,1
0,54,166,71,23,103,141,1
0,52,155,58,21,108,143,0
1,36,193,97,15,104,95,1
0,55,183,82,27,109,179,1
0,50,173,72,8,89,36,1
0,32,163,65,6,80,20,0
0,66,164,58,24,107,166,1
1,64,190,91,11,89,58,1
1,25,162,63,25,106,135,1
0,56,154,55,17,94,92,1
0,25,171,66,9,86,35,1
0,39,168,62,16,91,75,1
0,47,164,64,18,110,123,1
1,22,155,60,6,92,18,1
0,25,177,75,29,105,167,0
0,76,173,68,11,101,70,1
0,61,175,74,4,90,19,1
0,68,150,56,16,92,86,0
1,70,192,93,29,114,273,1
1,51,182,85,16,93,82,1
1,69,189,92,18,99,127,1
0,28,163,58,7,82,25,1
0,32,165,63,10,95,50,0
0,51,168,63,20,103,123,1
1,76,190,94,7,90,43,0
1,67,185,91,17,97,113,1
0,47,154,57,11,96,60,1
0,43,162,60,30,99,169,1
1,74,193,97,11,95,75,1
1,26,155,61,23,105,120,1
1,71,189,90,7,93,44,1
1,68,190,95,15,94,95,1
0,62,171,71,9,90,44,0
1,65,182,89,5,87,25,0
0,62,167,67,6,87,28,1
0,29,169,64,12,92,55,1
0,65,151,51,9,79,36,0
1,20,181,87,30,110,188,1
0,55,162,60,20,94,106,1
1,70,189,90,14,95,91,1
0,48,176,74,1,81,4,1
1,50,185,93,26,100,165,1
1,35,182,83,11,91,44,1
0,78,168,72,13,88,64,1
1,54,180,80,21,105,147,1
1,73,197,100,10,88,58,1
0,26,135,43,17,102,100,1
1,41,186,88,7,86,26,0
0,46,175,74,1,77,3,1
0,30,181,77,29,113,194,1
0,22,167,60,20,98,103,0
0,22,168,63,29,110,186,1
1,27,171,73,16,100,77,1
1,52,186,84,24,105,168,1
1,24,180,80,13,100,62,1
0,26,163,63,10,89,42,1
1,55,182,81,4,93,21,0
1,27,175,75,5,76,6,1
1,79,176,81,6,101,46,1
1,48,180,83,16,94,82,1
0,28,152,54,21,104,126,1
0,27,171,64,8,89,34,0
1,36,171,76,29,107,184,1
0,25,173,62,16,91,71,1
0,55,154,53,22,98,129,1
1,48,199,101,11,95,62,1
0,61,152,50,15,80,61,1
1,23,182,78,7,95,28,1
0,54,163,60,28,114,208,0
1,70,192,92,3,76,11,1
0,26,155,52,21,94,103,1
1,25,191,94,5,90,18,0
0,36,165,57,13,89,58,0
1,40,179,79,10,91,42,1
1,76,172,78,15,104,118,1
0,72,175,74,27,101,167,1
1,41,186,89,27,108,189,1
1,68,186,88,4,87,21,1
1,56,182,88,8,96,47,1
0,71,155,60,16,91,85,1
0,20,173,72,8,79,23,0
1,23,183,80,17,97,73,1
1,42,195,96,11,84,40,0
1,75,180,84,26,109,226,1
1,50,169,75,20,106,137,0
1,72,167,76,28,102,205,1
0,51,159,62,11,82,43,1
0,77,149,58,14,87,70,0
0,78,161,62,19,94,108,0
0,26,165,61,19,101,105,1
0,48,151,56,8,88,37,1
0,30,159,53,16,101,92,1
0,56,166,62,23,109,159,1
0,65,162,61,11,101,69,0
0,44,171,71,30,108,194,1
0,56,165,66,2,80,8,1
1,26,193,94,11,90,41,1
1,24,171,75,17,101,82,1
0,66,169,71,17,101,104,0
0,45,178,72,18,100,101,1
1,32,197,97,27,111,195,1
0,21,151,55,30,106,182,0
0,39,159,62,25,111,171,1
1,40,191,94,9,83,30,1
1,41,199,102,20,93,101,1
1,20,184,77,8,96,31,0
0,62,179,80,6,88,27,1
1,36,190,83,24,101,134,1
1,28,179,77,20,103,108,1
1,28,192,88,4,80,9,1
1,41,189,91,14,95,71,1
0,35,170,66,8,99,43,1
1,50,197,103,3,85,13,0
0,21,172,68,21,97,104,1
1,71,178,85,8,87,42,0
1,31,174,74,25,100,125,1
0,27,182,79,10,85,36,1
0,38,167,68,17,97,89,1
0,66,179,75,30,113,220,1
0,71,154,58,18,98,109,1
1,24,171,76,16,95,63,0
1,32,196,96,27,105,170,0
0,42,164,64,6,83,23,1
1,76,179,86,28,112,259,1
0,25,166,63,17,97,86,0
0,28,152,53,13,98,70,1
1,30,186,83,6,74,7,1
0,26,169,64,4,84,15,1
1,26,162,66,16,88,44,0
0,27,186,82,29,109,178,1
1,21,188,89,4,80,7,1
1,63,177,82,11,90,57,1
0,21,184,69,14,98,70,1
0,42,174,67,10,94,50,0
0,65,152,52,25,107,175,0
1,76,167,65,20,95,124,1
1,33,189,94,11,83,33,0
0,40,159,61,10,89,45,1
1,51,174,74,26,109,190,1
1,23,189,85,26,105,146,0
0,28,178,77,22,103,123,1
1,20,180,84,27,107,155,1
0,63,166,63,9,99,54,1
1,26,190,95,29,109,191,1
0,32,158,57,23,101,131,0
1,58,190,94,24,98,154,1
0,21,156,53,26,104,153,1
0,23,172,64,28,117,200,1
0,26,168,70,28,101,152,1
1,35,172,72,25,100,129,1
1,61,184,91,26,105,197,1
0,21,178,69,28,111,180,1
1,23,190,87,9,76,12,1
0,25,164,63,6,81,20,1
1,32,181,84,22,100,116,0
0,23,161,60,18,97,91,0
1,54,202,99,16,99,104,1
1,21,171,70,17,96,65,1
1,21,197,94,3,80,6,1
1,36,188,86,14,96,69,0
0,23,162,57,21,104,123,0
0,70,160,64,15,99,91,0
1,24,179,74,16,102,79,1
0,66,161,63,8,96,45,1
0,46,157,59,8,90,38,0
0,68,169,70,28,101,173,1
0,72,189,85,20,95,108,1
1,22,183,83,19,109,116,1
1,33,201,105,27,103,168,1
1,29,167,69,24,110,151,0
1,25,204,105,10,83,28,1
1,59,142,54,15,99,87,1
0,55,165,63,11,89,52,1
1,35,189,91,22,104,136,1
0,26,147,50,10,92,47,0
0,55,163,67,30,110,208,1
0,75,161,67,29,105,196,0
0,41,184,80,25,107,155,0
1,27,189,96,20,108,130,0
0,55,175,69,30,117,230,1
1,73,190,93,7,98,50,0
1,68,198,98,28,106,230,1
0,59,182,84,16,94,81,1
1,32,190,91,24,117,192,0
1,47,185,83,18,103,116,1
1,41,184,86,21,103,130,1
0,25,169,66,11,92,49,1
1,29,196,103,7,83,21,1
0,35,168,63,24,108,154,1
0,26,169,66,4,82,14,1
0,31,168,62,4,76,12,0
1,53,180,85,13,94,70,1
1,27,196,93,18,99,91,1
1,29,179,83,20,98,96,1
0,42,163,66,8,87,34,1
1,56,185,89,21,95,121,1
1,30,174,76,8,81,17,1
1,42,196,95,18,94,91,0
0,53,164,66,3,80,11,1
1,23,174,77,13,106,73,0
0,58,153,59,5,83,21,1
1,37,187,85,26,103,156,1
1,39,188,89,27,108,187,0
1,75,168,73,16,95,102,0
1,26,176,84,15,92,57,1
1,67,184,86,2,81,8,1
0,71,159,64,11,85,50,1
0,72,163,63,4,83,18,0
0,43,159,62,17,95,88,1
0,26,168,67,29,93,134,1
1,47,192,93,25,94,132,0
1,28,197,98,28,108,184,0
0,43,152,54,19,95,101,1
1,28,177,87,11,91,42,1
0,67,176,68,20,92,104,1
0,30,148,47,29,105,181,1
1,35,189,86,28,110,195,1
0,23,172,65,26,107,158,1
0,33,158,59,20,96,103,1
1,62,175,79,12,96,72,0
1,62,183,87,11,93,63,1
0,44,160,67,17,90,78,0
0,28,154,59,14,92,65,0
0,29,168,68,18,95,87,1
1,33,191,92,26,103,154,1
1,50,180,78,10,92,48,1
0,64,152,54,10,88,49,0
0,31,180,73,19,93,88,0
0,58,139,43,26,113,199,0
0,21,165,63,6,81,20,0
0,27,154,56,10,84,38,0
0,41,174,71,23,111,155,1
1,45,178,74,28,105,180,1
0,61,156,55,8,91,41,1
1,34,183,84,16,90,62,1
0,31,175,65,15,95,74,0
1,26,193,94,12,96,55,0
1,37,192,89,17,105,108,1
1,48,183,81,14,99,82,1
0,23,179,71,18,102,98,1
0,33,181,75,5,81,17,1
0,39,157,63,2,77,6,1
1,79,181,90,27,114,264,1
0,26,148,45,6,91,28,1
0,20,160,56,6,90,26,0
0,42,156,60,22,102,131,1
0,27,153,55,15,93,72,0
0,27,159,63,13,93,61,1
1,38,171,75,26,101,143,0
0,52,172,70,25,111,174,1
1,42,195,96,7,90,32,1
1,31,166,70,3,89,10,1
0,43,151,50,2,72,6,1
0,29,176,72,13,95,62,1
0,73,159,57,7,87,35,1
1,20,194,91,21,97,92,1
1,43,181,79,24,102,144,1
0,58,171,67,6,82,24,0
0,41,161,60,24,105,150,1
0,26,154,56,19,97,98,1
0,45,176,72,13,106,81,1
1,68,185,90,12,87,62,1
1,30,183,86,9,87,29,1
1,73,182,82,27,107,223,1
1,79,167,75,8,89,45,1
0,43,172,69,3,84,12,0
1,31,189,94,16,90,63,1
0,73,160,57,6,90,32,1
1,32,175,74,4,81,9,1
1,65,181,79,6,85,27,0
0,28,165,65,18,99,96,1
1,65,193,91,8,87,40,1
0,32,163,57,16,91,74,1
0,77,175,75,11,95,62,1
1,62,189,98,3,89,16,1
0,35,179,74,26,116,185,1
1,28,183,86,13,92,51,0
1,40,169,74,4,87,14,1
1,36,183,85,20,105,125,1
0,35,161,65,14,91,64,1
0,72,169,64,27,113,205,1
0,34,167,68,30,105,180,1
1,64,195,102,27,107,223,1
1,29,176,78,14,103,76,1
0,45,160,64,21,102,125,0
0,43,161,63,11,90,51,1
0,55,170,62,23,102,141,1
1,28,178,82,30,111,201,1
1,44,191,92,15,92,72,1
1,67,193,93,7,71,19,1
0,43,156,54,24,108,160,1
0,47,176,79,7,86,28,1
0,31,161,65,9,93,42,0
0,68,164,65,11,97,64,1
0,34,168,67,20,95,99,1
0,27,164,64,2,89,8,1
1,27,176,78,9,86,25,0
1,42,188,92,22,99,127,1
0,74,148,46,29,108,213,1
0,25,182,80,26,110,162,1
0,34,175,75,18,95,87,1
0,34,161,67,27,109,174,1
1,29,193,93,15,92,62,1
0,35,161,62,10,101,57,1
0,33,177,74,30,107,184,0
0,38,157,59,11,85,45,0
1,46,176,76,10,83,32,1
1,73,201,109,10,87,58,0
0,32,174,74,25,105,147,1
1,28,192,96,11,84,32,1
1,20,186,86,16,90,52,0
0,68,154,57,22,92,118,1
0,68,160,63,21,98,125,1
1,33,189,91,25,99,133,1
0,60,156,59,23,106,154,1
1,38,195,97,10,89,42,1
1,61,176,83,28,106,211,1
0,47,165,67,6,80,22,1
1,58,165,66,22,98,128,1
1,35,201,104,22,107,152,1
0,31,168,68,27,103,155,0
1,23,193,95,5,85,14,1
0,78,159,64,20,102,131,1
1,79,177,77,7,92,43,1
1,62,174,75,27,106,200,0
0,21,197,91,11,88,40,1
1,74,176,79,9,101,66,1
1,25,187,86,26,95,110,0
1,77,187,89,15,89,88,1
0,32,176,72,11,90,48,0
1,44,181,79,17,94,82,1
1,78,175,79,15,105,122,1
1,30,158,62,21,106,118,1
1,45,187,87,4,83,14,1
0,20,170,69,25,106,147,1
0,35,154,54,15,97,81,1
0,31,169,66,26,112,175,1
0,48,154,55,19,91,94,0
0,38,173,68,2,91,9,1
0,74,151,54,13,97,79,0
0,47,171,69,19,100,108,1
0,70,171,71,12,91,61,0
1,39,181,82,5,80,13,1
0,21,171,65,2,88,8,1
1,78,190,100,2,91,13,1
0,49,145,49,19,91,96,1
1,56,190,95,26,108,205,1
0,40,157,57,23,104,142,0
0,55,155,53,12,95,66,0
1,26,191,88,25,103,138,0
0,37,163,57,18,97,97,1
0,22,149,48,27,111,181,0
0,40,167,59,29,121,231,1
1,41,172,76,30,102,175,0
0,37,177,67,29,109,189,1
1,42,185,87,30,110,220,1
1,33,174,81,12,96,56,1
1,38,190,91,26,113,199,1
0,35,159,57,25,102,147,0
0,31,162,60,12,92,56,1
1,34,182,86,25,101,139,1
1,22,200,91,29,100,143,1
1,26,180,84,15,92,57,1
0,25,177,76,13,87,50,1
1,38,199,102,17,92,81,1
1,29,196,97,7,85,22,0
1,58,177,86,16,101,107,1
1,50,187,90,16,99,98,1
1,39,197,101,16,106,110,1
1,52,211,111,4,90,21,1
1,25,188,95,12,99,60,1
1,38,201,102,18,104,118,1
0,54,172,70,28,101,166,0
1,34,185,94,4,85,13,1
1,40,186,91,22,105,144,1
1,21,199,95,13,90,45,1
0,30,176,73,1,89,4,1
0,43,174,74,1,77,3,1
0,36,164,60,17,100,96,0
1,68,187,90,11,100,78,1
1,54,181,78,29,108,215,1
1,28,202,97,11,91,44,0
1,29,199,102,21,102,122,1
0,25,184,81,10,86,36,0
1,26,186,81,12,88,37,1
0,56,178,77,9,103,55,1
0,67,155,58,9,92,48,1
0,31,180,75,27,104,155,1
1,39,182,79,10,93,44,1
0,44,160,67,9,91,42,1
1,32,167,72,9,86,26,0
1,22,194,91,23,99,110,0
1,28,170,69,2,84,5,1
0,28,148,47,13,95,67,1
1,71,190,88,5,75,17,1
1,79,185,91,12,94,81,1
0,26,160,62,10,86,39,1
1,72,188,91,12,83,57,1
1,46,189,91,7,77,18,1
0,41,158,58,13,89,59,1
0,51,170,71,16,100,92,1
1,31,178,86,21,110,142,1
1,24,187,86,17,98,79,1
0,26,174,72,28,104,160,0
0,51,171,69,23,105,145,0
0,73,164,68,17,92,90,1
1,59,184,86,26,101,176,1
1,67,161,67,10,78,33,1
0,47,171,70,8,93,39,1
0,44,175,72,8,94,40,1
1,38,185,88,5,86,18,1
0,27,164,59,4,86,16,1
1,57,175,78,4,77,11,1
0,32,172,66,7,79,23,1
1,52,186,90,5,80,17,0
0,39,160,58,24,105,150,1
1,56,205,108,28,106,220,0
0,40,173,71,26,107,164,1
0,45,176,76,23,96,118,1
1,49,183,86,18,97,102,1
